"country","budget_name","office_name","amount","agency_name","agency","year","budget_code","program","office"
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2013,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,USAID,4930200,USAID,USAID,2005,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,1025000,USAID,USAID,2006,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,3290000,USAID,USAID,2007,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,4106587,USAID,USAID,2008,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,0,USAID,USAID,2009,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,0,USAID,USAID,2010,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,0,USAID,USAID,2011,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,0,USAID,USAID,2012,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,0,USAID,USAID,2013,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2005,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2006,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2007,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2008,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2009,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2010,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2011,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2012,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2013,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,HHS/ALL,1608800,HHS/ALL,HHS/ALL,2005,OHSS,Governance and Systems,HHS/ALL
Uganda,Health Systems Strenthening,Peace Corps,24888,Peace Corps,Peace,2005,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2006,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2007,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2008,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2009,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2010,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2011,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2012,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2013,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,HHS/CDC,1927501,HHS/ALL,HHS/ALL,2006,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,1860000,HHS/ALL,HHS/ALL,2007,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,3266587,HHS/ALL,HHS/ALL,2008,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,0,HHS/ALL,HHS/ALL,2009,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,0,HHS/ALL,HHS/ALL,2010,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,0,HHS/ALL,HHS/ALL,2011,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,0,HHS/ALL,HHS/ALL,2012,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,0,HHS/ALL,HHS/ALL,2013,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2006,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2007,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2008,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2009,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2010,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2011,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/NIH,0,HHS/ALL,HHS/ALL,2011,OHSS,Governance and Systems,HHS/NIH
Uganda,Health Systems Strenthening,HHS/NIH,0,HHS/ALL,HHS/ALL,2012,OHSS,Governance and Systems,HHS/NIH
Uganda,Health Systems Strenthening,HHS/NIH,0,HHS/ALL,HHS/ALL,2013,OHSS,Governance and Systems,HHS/NIH
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2005,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2006,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2006,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2007,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2007,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2008,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2008,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2008,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2009,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2009,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2009,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2010,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2010,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2010,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2011,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2011,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2011,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2012,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2012,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2012,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,20501,Dept. of State,DOS,2013,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2013,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2013,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,USAID,0,USAID,USAID,2005,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,0,USAID,USAID,2006,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,0,USAID,USAID,2007,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,0,USAID,USAID,2008,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,4241252,USAID,USAID,2009,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,6740672,USAID,USAID,2010,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,6842341,USAID,USAID,2011,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,4581342,USAID,USAID,2012,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,USAID,4182396,USAID,USAID,2013,OHSS,Governance and Systems,USAID
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2005,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2006,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2007,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2008,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2009,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2010,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2011,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2012,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,Dept. of Defense,0,Dept. of Defense,Defense,2013,OHSS,Governance and Systems,Defense
Uganda,Health Systems Strenthening,HHS/ALL,0,HHS/ALL,HHS/ALL,2005,OHSS,Governance and Systems,HHS/ALL
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2005,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2006,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2007,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2008,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2009,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2010,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2011,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2012,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,Peace Corps,0,Peace Corps,Peace,2013,OHSS,Governance and Systems,Peace
Uganda,Health Systems Strenthening,HHS/CDC,0,HHS/ALL,HHS/ALL,2006,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,0,HHS/ALL,HHS/ALL,2007,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,0,HHS/ALL,HHS/ALL,2008,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,3642839,HHS/ALL,HHS/ALL,2009,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,5359772,HHS/ALL,HHS/ALL,2010,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,6271653,HHS/ALL,HHS/ALL,2011,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,5448217,HHS/ALL,HHS/ALL,2012,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/CDC,5411576,HHS/ALL,HHS/ALL,2013,OHSS,Governance and Systems,HHS/CDC
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2006,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2007,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2008,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2009,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2010,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/HRSA,0,HHS/ALL,HHS/ALL,2011,OHSS,Governance and Systems,HHS/HRSA
Uganda,Health Systems Strenthening,HHS/NIH,0,HHS/ALL,HHS/ALL,2011,OHSS,Governance and Systems,HHS/NIH
Uganda,Health Systems Strenthening,HHS/NIH,0,HHS/ALL,HHS/ALL,2012,OHSS,Governance and Systems,HHS/NIH
Uganda,Health Systems Strenthening,HHS/NIH,0,HHS/ALL,HHS/ALL,2013,OHSS,Governance and Systems,HHS/NIH
Uganda,Management and Operations,Dept. of State,20000,Dept. of State,DOS,2005,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,20000,Dept. of State,DOS,2006,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2006,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,130000,Dept. of State,DOS,2007,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2007,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,320000,Dept. of State,DOS,2008,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2008,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2008,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,358700,Dept. of State,DOS,2009,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,30880,Dept. of State,DOS,2009,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2009,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,389580,Dept. of State,DOS,2010,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2010,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2010,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,389580,Dept. of State,DOS,2011,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2011,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2011,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,181242,Dept. of State,DOS,2012,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2012,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2012,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,246070,Dept. of State,DOS,2013,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2013,HVMS,Management and Operations,DOS
Uganda,Management and Operations,Dept. of State,0,Dept. of State,DOS,2013,HVMS,Management and Operations,DOS
Uganda,Management and Operations,USAID,2000000,USAID,USAID,2005,HVMS,Management and Operations,USAID
Uganda,Management and Operations,USAID,3389000,USAID,USAID,2006,HVMS,Management and Operations,USAID
Uganda,Management and Operations,USAID,4809097,USAID,USAID,2007,HVMS,Management and Operations,USAID
Uganda,Management and Operations,USAID,5308384,USAID,USAID,2008,HVMS,Management and Operations,USAID
Uganda,Management and Operations,USAID,8096610,USAID,USAID,2009,HVMS,Management and Operations,USAID
Uganda,Management and Operations,USAID,8096610,USAID,USAID,2010,HVMS,Management and Operations,USAID
Uganda,Management and Operations,USAID,8096610,USAID,USAID,2011,HVMS,Management and Operations,USAID
Uganda,Management and Operations,USAID,0,USAID,USAID,2012,HVMS,Management and Operations,USAID
Uganda,Management and Operations,USAID,2232465,USAID,USAID,2013,HVMS,Management and Operations,USAID
Uganda,Management and Operations,Dept. of Defense,20000,Dept. of Defense,Defense,2005,HVMS,Management and Operations,Defense
Uganda,Management and Operations,Dept. of Defense,204705,Dept. of Defense,Defense,2006,HVMS,Management and Operations,Defense
Uganda,Management and Operations,Dept. of Defense,288000,Dept. of Defense,Defense,2007,HVMS,Management and Operations,Defense
Uganda,Management and Operations,Dept. of Defense,471000,Dept. of Defense,Defense,2008,HVMS,Management and Operations,Defense
Uganda,Management and Operations,Dept. of Defense,377866,Dept. of Defense,Defense,2009,HVMS,Management and Operations,Defense
Uganda,Management and Operations,Dept. of Defense,377866,Dept. of Defense,Defense,2010,HVMS,Management and Operations,Defense
Uganda,Management and Operations,Dept. of Defense,377866,Dept. of Defense,Defense,2011,HVMS,Management and Operations,Defense
Uganda,Management and Operations,Dept. of Defense,370173,Dept. of Defense,Defense,2012,HVMS,Management and Operations,Defense
Uganda,Management and Operations,Dept. of Defense,259661,Dept. of Defense,Defense,2013,HVMS,Management and Operations,Defense
Uganda,Management and Operations,HHS/ALL,3500000,HHS/ALL,HHS/ALL,2005,HVMS,Management and Operations,HHS/ALL
Uganda,Management and Operations,Peace Corps,0,Peace Corps,Peace,2005,HVMS,Management and Operations,Peace
Uganda,Management and Operations,Peace Corps,127600,Peace Corps,Peace,2006,HVMS,Management and Operations,Peace
Uganda,Management and Operations,Peace Corps,227600,Peace Corps,Peace,2007,HVMS,Management and Operations,Peace
Uganda,Management and Operations,Peace Corps,310800,Peace Corps,Peace,2008,HVMS,Management and Operations,Peace
Uganda,Management and Operations,Peace Corps,350000,Peace Corps,Peace,2009,HVMS,Management and Operations,Peace
Uganda,Management and Operations,Peace Corps,343700,Peace Corps,Peace,2010,HVMS,Management and Operations,Peace
Uganda,Management and Operations,Peace Corps,1362400,Peace Corps,Peace,2011,HVMS,Management and Operations,Peace
Uganda,Management and Operations,Peace Corps,381640,Peace Corps,Peace,2012,HVMS,Management and Operations,Peace
Uganda,Management and Operations,Peace Corps,2005887,Peace Corps,Peace,2013,HVMS,Management and Operations,Peace
Uganda,Management and Operations,HHS/CDC,4285060,HHS/ALL,HHS/ALL,2006,HVMS,Management and Operations,HHS/CDC
Uganda,Management and Operations,HHS/CDC,5630363,HHS/ALL,HHS/ALL,2007,HVMS,Management and Operations,HHS/CDC
Uganda,Management and Operations,HHS/CDC,9663623,HHS/ALL,HHS/ALL,2008,HVMS,Management and Operations,HHS/CDC
Uganda,Management and Operations,HHS/CDC,9777978,HHS/ALL,HHS/ALL,2009,HVMS,Management and Operations,HHS/CDC
Uganda,Management and Operations,HHS/CDC,1.3795039E7,HHS/ALL,HHS/ALL,2010,HVMS,Management and Operations,HHS/CDC
Uganda,Management and Operations,HHS/CDC,1.314487E7,HHS/ALL,HHS/ALL,2011,HVMS,Management and Operations,HHS/CDC
Uganda,Management and Operations,HHS/CDC,9811181,HHS/ALL,HHS/ALL,2012,HVMS,Management and Operations,HHS/CDC
Uganda,Management and Operations,HHS/CDC,1.0377791E7,HHS/ALL,HHS/ALL,2013,HVMS,Management and Operations,HHS/CDC
Uganda,Management and Operations,HHS/HRSA,0,HHS/ALL,HHS/ALL,2006,HVMS,Management and Operations,HHS/HRSA
Uganda,Management and Operations,HHS/HRSA,0,HHS/ALL,HHS/ALL,2007,HVMS,Management and Operations,HHS/HRSA
Uganda,Management and Operations,HHS/HRSA,0,HHS/ALL,HHS/ALL,2008,HVMS,Management and Operations,HHS/HRSA
Uganda,Management and Operations,HHS/HRSA,0,HHS/ALL,HHS/ALL,2009,HVMS,Management and Operations,HHS/HRSA
Uganda,Management and Operations,HHS/HRSA,0,HHS/ALL,HHS/ALL,2010,HVMS,Management and Operations,HHS/HRSA
Uganda,Management and Operations,HHS/HRSA,0,HHS/ALL,HHS/ALL,2011,HVMS,Management and Operations,HHS/HRSA
Uganda,Management and Operations,HHS/NIH,0,HHS/ALL,HHS/ALL,2011,HVMS,Management and Operations,HHS/NIH
Uganda,Management and Operations,HHS/NIH,0,HHS/ALL,HHS/ALL,2012,HVMS,Management and Operations,HHS/NIH
Uganda,Management and Operations,HHS/NIH,0,HHS/ALL,HHS/ALL,2013,HVMS,Management and Operations,HHS/NIH
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2005,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2006,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2006,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2007,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2007,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2008,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2008,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2008,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2009,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2009,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2009,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2010,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2010,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2010,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2011,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2011,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2011,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2012,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2012,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2012,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2013,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2013,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,Dept. of State,0,Dept. of State,DOS,2013,CIRC,Prevention,DOS
Uganda,Voluntary Medical Male Circumcision,USAID,0,USAID,USAID,2005,CIRC,Prevention,USAID
Uganda,Voluntary Medical Male Circumcision,USAID,0,USAID,USAID,2006,CIRC,Prevention,USAID
Uganda,Voluntary Medical Male Circumcision,USAID,0,USAID,USAID,2007,CIRC,Prevention,USAID
Uganda,Voluntary Medical Male Circumcision,USAID,0,USAID,USAID,2008,CIRC,Prevention,USAID
Uganda,Voluntary Medical Male Circumcision,USAID,816587,USAID,USAID,2009,CIRC,Prevention,USAID
Uganda,Voluntary Medical Male Circumcision,USAID,2321167,USAID,USAID,2010,CIRC,Prevention,USAID
Uganda,Voluntary Medical Male Circumcision,USAID,3068982,USAID,USAID,2011,CIRC,Prevention,USAID
Uganda,Voluntary Medical Male Circumcision,USAID,1.3588346E7,USAID,USAID,2012,CIRC,Prevention,USAID
Uganda,Voluntary Medical Male Circumcision,USAID,9623090,USAID,USAID,2013,CIRC,Prevention,USAID
Uganda,Voluntary Medical Male Circumcision,Dept. of Defense,0,Dept. of Defense,Defense,2005,CIRC,Prevention,Defense
Uganda,Voluntary Medical Male Circumcision,Dept. of Defense,0,Dept. of Defense,Defense,2006,CIRC,Prevention,Defense
Uganda,Voluntary Medical Male Circumcision,Dept. of Defense,0,Dept. of Defense,Defense,2007,CIRC,Prevention,Defense
Uganda,Voluntary Medical Male Circumcision,Dept. of Defense,0,Dept. of Defense,Defense,2008,CIRC,Prevention,Defense
Uganda,Voluntary Medical Male Circumcision,Dept. of Defense,107000,Dept. of Defense,Defense,2009,CIRC,Prevention,Defense
Uganda,Voluntary Medical Male Circumcision,Dept. of Defense,1924400,Dept. of Defense,Defense,2010,CIRC,Prevention,Defense
Uganda,Voluntary Medical Male Circumcision,Dept. of Defense,1881400,Dept. of Defense,Defense,2011,CIRC,Prevention,Defense
Uganda,Voluntary Medical Male Circumcision,Dept. of Defense,3061108,Dept. of Defense,Defense,2012,CIRC,Prevention,Defense
Uganda,Voluntary Medical Male Circumcision,Dept. of Defense,1640515,Dept. of Defense,Defense,2013,CIRC,Prevention,Defense
Uganda,Voluntary Medical Male Circumcision,HHS/ALL,0,HHS/ALL,HHS/ALL,2005,CIRC,Prevention,HHS/ALL
Uganda,Voluntary Medical Male Circumcision,Peace Corps,0,Peace Corps,Peace,2005,CIRC,Prevention,Peace
Uganda,Voluntary Medical Male Circumcision,Peace Corps,0,Peace Corps,Peace,2006,CIRC,Prevention,Peace
Uganda,Voluntary Medical Male Circumcision,Peace Corps,0,Peace Corps,Peace,2007,CIRC,Prevention,Peace
Uganda,Voluntary Medical Male Circumcision,Peace Corps,0,Peace Corps,Peace,2008,CIRC,Prevention,Peace
Uganda,Voluntary Medical Male Circumcision,Peace Corps,0,Peace Corps,Peace,2009,CIRC,Prevention,Peace
Uganda,Voluntary Medical Male Circumcision,Peace Corps,0,Peace Corps,Peace,2010,CIRC,Prevention,Peace
Uganda,Voluntary Medical Male Circumcision,Peace Corps,0,Peace Corps,Peace,2011,CIRC,Prevention,Peace
Uganda,Voluntary Medical Male Circumcision,Peace Corps,0,Peace Corps,Peace,2012,CIRC,Prevention,Peace
Uganda,Voluntary Medical Male Circumcision,Peace Corps,0,Peace Corps,Peace,2013,CIRC,Prevention,Peace
Uganda,Voluntary Medical Male Circumcision,HHS/CDC,0,HHS/ALL,HHS/ALL,2006,CIRC,Prevention,HHS/CDC
Uganda,Voluntary Medical Male Circumcision,HHS/CDC,0,HHS/ALL,HHS/ALL,2007,CIRC,Prevention,HHS/CDC
Uganda,Voluntary Medical Male Circumcision,HHS/CDC,0,HHS/ALL,HHS/ALL,2008,CIRC,Prevention,HHS/CDC
Uganda,Voluntary Medical Male Circumcision,HHS/CDC,700000,HHS/ALL,HHS/ALL,2009,CIRC,Prevention,HHS/CDC
Uganda,Voluntary Medical Male Circumcision,HHS/CDC,3158620,HHS/ALL,HHS/ALL,2010,CIRC,Prevention,HHS/CDC
Uganda,Voluntary Medical Male Circumcision,HHS/CDC,3592443,HHS/ALL,HHS/ALL,2011,CIRC,Prevention,HHS/CDC
Uganda,Voluntary Medical Male Circumcision,HHS/CDC,1.4493228E7,HHS/ALL,HHS/ALL,2012,CIRC,Prevention,HHS/CDC
