PEARL MEDICAL CENTRE,YAYI ALFRED,DR YAYI ALFRED,IGANGA TOWN COUNCIL,,WAGUGOGO,IGANGA,,,,
PEARL MEDICAL CENTRE AND NURSING HOME,BIKABA KENNETH NGABIRANO,DR KYAKULAGA KAYEMBA MOSES,KANSANGA,,MAKINDYE,KAMPALA,,,,
PEARL VIEW MEDICAL CENTRE,PEARL VIEW COMMUNITY BASED ORGANISATION,DHO,MAKERERE HILL ROAD,,KAWEMPE,KAMPALA,,,,
PEARL VIEW MEDICAL CENTRE,PEARL VIEW COMMUNITY BASED ORGANISATION,DHO,,,,,YUMBE,TOWN COUNCIL,ARINGA,YUMBE
PEMAKADE-MECHO HEALTH CENTRE,REV. FATHER KABALE JOSEPH,DR BYAMUKAMA AGABA,"BOMBO ROAD, NANSANA",,NANSANA,WAKISO,,,,
PENN MEDICAL CENTER,MUTEGEKI BETTY,DR.KAZIBWE KATO SAMUEL RICHARD,MUKONO,KIWANGA,GOMA,MUKONO,,,,
PENNY CLINIC,LUBOWA GODFREY,DR WAMALA GERALD,,,,,BUKOYO CMS,BULAMAGI,,IGANGA
PEOPLES CLINIC,NAMUMBEJJA FLORENCE,DR SEKABEMBE LILLIAN,,,,,KASAMBYA-LUKESE,NAKASEKE,,NAKASEKE
PEOPLE'S CLINIC,KABAHENDA NORAH,DR SIMON MUHUMUZA,,,,,BUSIGIRI-BUNAMWAYA,MAKINDYE,,WAKISO
PEOPLE'S CLINIC,KIGONGO EDSON,DR MUBIRU DENIS,,,,,KASANA,BUTUNTUMULA,LUWERO,LUWERO
PEOPLE'S CLINIC,NATUREEBA DANSON T.,DR NATUREEBA DANSON T,,,,,SEGGUKU,MAKINDYE,KYADONDO,WAKISO
PEOPLE'S GENERAL CLINIC,ALELE WILLIAM ERASMUS,DR ALELE WILLIAM ERASMUS,,,,,KIHONDO,KICHWAMBA,BURAHYA,KABAROLE
PEOPLE'S MEDICAL CENTRE,NDUGGA FRANK,DR NALUMANSI BERNADETTE,,,,,LWAMATA TRADING CENTRE,KIBOGA,,KIBOGA
PEOPLE'S NURSING HOME,ALELE WILLIAM ERASMUS,DR ALELE WILLIAM ERASMUS,,,,,RUTI,NYAMUTANGA,MBARARA,MBARARA
PEOPLE'S NURSING HOME-KATETE,KAMOGA RONALD,DR NKONWA INNOCENT HARBERT,"LMC,INOMO RD 20",BAZZA EAST,MUNICIPALITY,LIRA,,,,
PEOPLE'S WELFARE CLINIC,ISABIRYE FREDRICK DANIEL,DR ISABIRYE FREDRICK DANIEL,,,,,BULAMU,NANGABO,KYADONDO,WAKISO
PERICO CLINIC,ATAI BETTY,DR ATAI BETTY,"20, INOMO RD",BAZZA EAST,MUNICIPALITY,LIRA,,,,
PERSEVERE CLINIC,SENTUMBWE MUGISA OLIVE,DR SENTUMBWE MUGISA OLIVE,KATETE TRADING CENTRE,,NYAMITANGA,MBARARA,,,,
PERUSI HEALTH CENTRE III,NTULUME ALICE,DR NSENGIYUMVA JOSEPH,,,,,BUSOLWE TC,BUSOLWE,BUSOLWE,BUTALEJA
PETER CLAVER J & Y SSEREMBA MED CENTRE,J M SSEREMBA,DR J M SSEREMBA,KIRINYA ROAD,,KIRA,WAKISO,,,,
PHARMCARE CLINIC,MUWANGA TWAHA,DR MUWANGA MOSES,NAMUGOONA,,LUBAGA,KAMPALA,,,,
PHARMCARE CLINIC,OMODING ABRAHAMS,DR OMODING ABRAHAMS,,,,,NAMASUBA,SABAGABO MASAJJA,MAKINDYE,WAKISO
PHC KYARUMBA,KASESE DIOCESE,DHO,KABALAGALA,,MAKINDYE,KAMPALA,,,,
PHILO MEDICAL CLINIC,LUWEESI HENRY,DR LUWEESI HENRY,"ENTEBBE ROAD,NAMASUBA",,KYADONDO,WAKISO,,,,
PHILOMENA HEALTH CARE CLINIC,RUHWEZA JOHN,DR RUHWEZA JOHN FRIDAY,"5214, MUWAYIRE RD,MUWAFU",,MAKINDYE,KAMPALA,,,,
PHOENIX MEDICAL CLINIC,AMINA BAKO SEBBI,DR BUSULWA VINCENT,,,,,KARWEMERA,KYARUMBA,,KASESE
PILKINGTON MEDICAL CENTRE,AMOS OKENY / DR BENSON ADONGAKULU,DR BENSON ADONGAKULU,,,,,KYENGERA,NSANGI,,WAKISO
PILLARS MEDICAL CENTRE,UMMB,DR KASAULI ZINDA MAHAMUDU,MAKERERE KIKONI,MAKERERE KIKONI,KAWEMPE,KAMPALA,,,,
PINE MEDICAL CENTRE,KISA NICHOLAS,DR KISA NICHOLAS,MOLEM ZONE,BUKOTO I,NAKAWA,KAMPALA,,,,
PIONEER HOSPITAL,PIONEER HEALTH SERVICES LIMITED,DR APANGU PONTIOUS,"3, PILKNGTON RD",NIC BUILDING,CENTRAL,KAMPALA,,,,
PIONEER MEDICAL CENTRE,ADIMA TOKO STEPHEN,DR ADIMA STEPHEN TOKO,"BWAISE, NABWERU RD",,KAWEMPE,KAMPALA,,,,
PIONEER MEDICAL SERVICES YUMBE,PARIO ALDO JUSTIN,DR PARIO ALDO JUSTIN,MBUYA,,NAKAWA,KAMPALA,,,,
PK DENTAL SOLUTIONS,DR KYAGULANYI PATRICK,DR KYAGULANYI PATRICK,"4,ARUA",,ARUA MUNICIPALITY,ARUA,,,,
PLATINUM MEDICAL CENTRE,PLATINUM MEDICAL CENTRE LTD,DR SEKABIRA JOHN,KOBOKO,,KOBOKO TOWN COUNCIL,KOBOKO,,,,
POLLY-CARE MEDICAL CENTRE,TWESIIME INNOCENT,DR TWESIIME INNOCENT,ABIRIGA ROAD,,YUMBE TOWN COUNCIL,YUMBE,,,,
POLY CARE CLINIC,MUSISI ALICE BEATRICE,DR MAWEJJE-BAKOJJA EDWARD,,,,,"PLOT 923,MAKERERE HILL",CENTRAL,,KAMPALA
POLY DENTAL CLINIC,MUGUME HAROLD REM EDWIN,DR MUGUME HAROLD REM EDWIN,BUGANDA ROAD,,CENTRAL,KAMPALA,,,,
POLYCARE CLINIC,SABIITI HOBBY PEREZ,DR SABIITI HOBBY PEREZ,RUBAARE TRADING CENTRE,,RUBAARE,NTUNGAMO,,,,
POPE JOHN'S HOSPITAL ABER,UCMB,DHO,NAJJANANKUMBI,RUBAGA,RUBAGA,KAMPALA,,,,
POTTER'S VILLAGE PAEDIATRIC AND NEONATAL UNIT,DIOCESE OF MUHABURA,DR HUGHES MICHEAL JOHN MINTO,"57, HIGH STREET",KAKOBA,KAKOBA,MBARARA,,,,
PRAISE GOD CLINIC,NAKAKEETO BETTY,DR SSEKYEWA A. DESMOND,KAYUNGA,,TOWN COUNCIL,KAYUNGA,,,,
PRAISE THE LORD CLINIC,KAYONGO MAGDALENE,DR MULINDWA KAALA PATRICK,,,,,ATAPARA,ABER,OYAM,APAC
PRECIOUS CLINIC,BABIGAMBA TABOHARI EDISON,DR BABIGAMBA TABOHARI EDISON,"156,DIOCESE OF MUHABURA",,NOORTWARD,KISORO,,,,
PREMIER HEALTH SSANJE MEDICAL CENTRE,PREMIER HEALTH LTD/DR MUSOKE CEASER,DR KAKEETO BERNARD,NSAMBYA KEVINA,,MAKINDYE,KAMPALA,,,,
PREMIER MEDICAL CENTRE,DUKU FRED,DR ISABIRYE ROBERT,KYEBANDO,,KAWEMPE,KAMPALA,,,,
PREMIER MEDICAL CLINIC,URA PAUL,DR MUTESASIRA KENNETH,"2-4,BUGANDA RD",,CENTRAL,KAMPALA,,,,
PRIMARY HEALTH CARE KYALHUMBA,UCMB,DHO,SSANJE,,KASASA,RAKAI,,,,
PRIME CARE MEDICAL CENTRE,PRIME MEDICAL GROUP LIMITED,DR. KALIISA CASSIM,"25,CROWFORD ROAD",,KAMULI TOWN COUNCIL,KAMPALA,,,,
PRIME HEALTH CLINIC,ZIRABAMUZAALE FRANCO,DR ZIRABAMUZAALE FRANCO,"1/7, RHINO CAMP RD",,,ARUA,,,,
PRIME MEDCARE CLINIC,KIMPI DENIS,DR KICONCO SHEILA,,,,,KARWEMERA,KYALHUMBA,BUKONZO EAST,KASESE
PRIME MEDICAL CENTRE,KAYONGO CYLUS,DR WALUSIMBI SIMON,KISAASI ROAD NTINDA,,NAKAWA,KAMPALA,,,,
PRIME MEDICAL CLINIC,UMMB,DR KASAULI ZINDA MAHAMUDU,LUZIRA,,NAKAWA,KAMPALA,,,,
PRIME MEDICAL CLINIC,WALUSIMBI SIMON,DR WALUSIMBI SIMON,KAMPALA,,MAKINDYE,KAMPALA,,,,
PRINCEMAT HEALTH SERVICE,KIWEWA FRANCIS,DR OKECH-OJONY J O,KASUBI,,LUBAGA,KAMPALA,,,,
PRINCESS DIANA HEALTH CENTRE,CHILD CARE AND RESCUE PROGRAMME,DR TIBAGAMBIRWA CRESCENT,KISENYI,KISENYI,RUBAGA,KAMPALA,,,,
PRINCETON CHILDREN'S MEDICAL CENTRE,NAKIMBUGWE FLAVIA GRACE,DR NAKIBUNGWE FLAVIA,"MAKERERE, SIR APOLLO RD",,KAWEMPE,KAMPALA,,,,
PRIORITY MEDICAL SERVICES (PRIME),TUMUKURATE ESPIRIDONI,DR MWANJE JOSEPH,MUTUKURA RD,,KYOTERA,RAKAI,,,,
PRISTINE MEDICARE CLINICS,LUBEGA WILLIAM,DR LUBEGA WILLIAM,KAMPALA,,MAKINDYE,KAMPALA,,,,
PROB MEDICAL AND MATERNITY CENTRE,NAMUKWAYA SEGUJJA PROSSY,DR MIGISHA RICHARD,"02,STURROCK RD",KOLOLO,CENTRAL,KAMPALA,,,,
PROF. WAMUKOTA MEMORIAL MEDICAL CENTER,NANGOSHA CHARLES,DR WOBUDEYA ERIC,LYANTONDE,LYANTONDE,LYANTONDE,RAKAI,,,,
PROPHET JERIMIAH'S NURSING HOME,NAKILUUTA DDUNGA ANNET,DR SSENKUNGU TOM,"1390,NABUNYA ROAD",,LUBAGA,KAMPALA,,,,
PROVIDENCE DENTAL CLINICS,DR NASSOLO WINNIE,DR NASSOLO WINNIE,,,,,LUFUKA-ZANA,BUNAMWAYA,KYADONDO,WAKISO
PROVIDENCE MEDICAL CENTRE,KEITH BALEETA AND MUHWEZI RACHEAL,DR BALEETA KEITH M,MBALE,,BUMASIKYE,MBALE,,,,
PSALMS 91 MED CARE CLINIC,WANYANA RACHEAL,DR OGAVU GYAGENDA JOSEPH,NSAMBYA-GOGONYA,,MAKINDYE,KAMPALA,,,,
PUBLIC MEDICAL CARE CLINIC,PUBLIC MEDICAL CARE LIMITED,DR KIRAGGA PETER,OPP. WATOTO CHURCH,,CENTRAL,KAMPALA,,,,
PULSE MEDICAL CLINIC,MUSINGUZI EDISON,DR MAKANGA GYAVIIRA,BUNGA,,MAKINDYE,KAMPALA,,,,
QUALICARE MEDICAL CENTRE,KASOZI SAMBA STUART,DR KASOZI SAMBA STUART,KIRUNDDU-SALAAMA,,MAKINDYE,KAMPALA,,,,
QUALITY CARE CLINIC,ANITA VIOLET BUSINGYE,,"11, WILLIAM STREET",,CENTRAL,KAMPALA,,,,
QUALITY CARE CLINIC,BUSINGYE ANITAH,DR EBONY QUINTO,MUTASA ROAD,,KAWEMPE,KAMPALA,,,,
QUALITY CARE CLINIC,QUALITY CARE MEDICAL CI. LTD,DR ASIIMWE IAN SHANE,"52, KING FAHD PLAZA",,CENTRAL,KAMPALA,,,,
QUALITY CARE CLINIC,RUBAHIKA KINUNGU DENIS,DR RUBAHIKA DENIS KINUNGU,,,,,KITINTALE,NAKAWA,KYADONDO,KAMPALA
QUALITY CARE CLINIC,SSALI JOHNSTONE K.,DR NSABIYUMVA STEPHEN,,,,,KIREKA,KIRA,,WAKISO
"QUALITY CARE CLINIC, KAMWENGE",KANSIIME EDGAR,DR KANSIIME EDGAR,HOIMA ROAD,,LUBAGA,KAMPALA,,,,
QUALITY CLINIC AND DIAGNOSTIC CENTRE,TAMALE RICHARD,DR KABIRIGO IBRAHIM PHILLIPO,,,,,KIREKA,,KIIRA,WAKISO
QUALITY HEALTH CARE INITIATIVE,ALIGANYIRA PATRICK,DR MPOMEDDE DAVID,REPUBLIC ROAD,KYATOKO,EASTERN,RUKUNGIRI,,,,
QUALITY LIFE CLINIC,E.MATUMBWE,DR BAYIGA MICHEAL PHILIP,KAMWENGE TOWN,,KAMWENGE TOWN COUNCIL,KAMWENGE,,,,
QUALITY MEDICAL CENTRE,MULOWOOZA JUDE THADDEUS,DR. MULOWOOZA JUDE THADDEUS,KYEBANDO CENTRAL ZONE,,KAWEMPE,KAMPALA,,,,
QUALITY MEDICAL CLINIC,BAYEGE INNOCENT,DR BAYEGE INNOCENT,,,,,KABWOHE,ITENDERO,ITENDERO,SHEEMA
QUALITY MEDICAL CLINIC,NAIGA SSERWANGA REGINA,DR NAIGA SSERWANGA REGINA,,,,,KAMULI,KIIRA,KYADONDO,WAKISO
QUALITY MEDICARE CENTRE,SSEMANDA K MICHEAL,DR SSEMMANDA K MICHEAL,"23,MPINDI ROAD",,NORTHERN DIVISION,IGANGA,,,,
QUDRAH MEDICAL CENTRE,LUGEMWA ABBAS,DR LUGEMWA ABBAS,MUBENDE,,MUBENDE TOWN COUNCIL,MUBENDE,,,,
QUEEN OF APOSTLES MEDICAL CENTRE,APOSTLES OF JESUS MISSIONARIES,DR MABINDA JOHN WANDA,"52, KAMPALA RD",,CENTRAL,KAMPALA,,,,
QUEEN OF PEACE-KACHONGA HEALTH CENTRE II,UCMB,DHO,KASANGATI,,NANGABO,WAKISO,,,,
QUEENS HEALTH SERVICES,DIDI CAESAR SIKIA,DR CAESAR D. SIKIA,,,,,BULAGA SSUMBWE,,WAKISO,WAKISO
QUEENS HEALTH SERVICES,DIDI CAESER SIKIA,DR DIDI CAESER SIKIA,,,,,KIKUMANGO,KASANGOMBE,NAKASEKE,NAKASEKE
QUICK LIFE SAVER CLINIC,NAMALE HADIJA,DR BABALANDA JOAN PEACE,,,,,NAMBALE,NAWEYO,,BUTALEJA
QURAISH MEDICAL CLINIC,LUWAGA QURAISH IBRAHIM,DR LUWAGA QURAISH IBRAHIM,"MWAYIRE ROAD, KISUGU",KISUGU,MAKINDYE,KAMPALA,,,,
QURAISH MEDICAL CLINIC,NABUUMA HAWA,DR KISOZI TWAHA,,,,,NAMULANDA,SISSA,,WAKISO
QUUSI GENERAL CLINIC,MUTEGEKI BETTY,DR KAZIBWE KATO SAMUEL RICHARD,PRAYER PALACE,,MAKINDYE,KAMPALA,,,,
R/S MEDICAL CLINIC,KASIBANTE DEOGRATIUS,DR KASIBANTE DEOGRATIUS,BUKOTO KISAASI ROAD,,NAKAWA,KAMPALA,,,,
RABIN CLINIC,GAFABUSA DAVID,DR MULINDWA KAALA PATRICK,"BUKOTO,KISAASI RD",,NAKAWA,KAMPALA,,,,
RAFIKI HEALTH CENTRE,RAFIKI FOUNDATION,DR TAYLOR ANDERSON,,NSAMBYA,MAKINDYE,KAMPALA,,,,
RAHMA CENTRAL CLINIC,FARIDA NANKINGA SSEGUJJA,DR WANDIRA RICHARD,MUKONO,,KATOSI RD,MUKONO,,,,
RAHMA CLINIC,NAKYOBE GLADYS,DR KATENDE MUSTAFAH,"MWANGA II ROAD, MENGO",MENGO,RUBAGA,KAMPALA,,,,
RAI MEDICAL CENTRE,NANJALA ASIA,DR KINTU SULAIMAN,"20, WAKISO TC",,WAKISO TC,WAKISO,,,,
RAINBOW CITY HOSPITAL (U) LIMITED,MURAMUZI B AND RAZAK K,DR AZHAR MOHAMMAD,"WELAGA ROAD,NDEEBA",NDEEBA,RUBAGA,KAMPALA,,,,
RAM FAMILY CLINIC,NAKIGOZI MASITULAH,DR NSUBUGA SSEBALU K A,MAKINDYE,,MAKINDYE,KAMPALA,,,,
RAMA MEDICAL CENTRE,JUBILEE JOHN ABWOOLI,DR JUBILEE JOHN ABWOOLI,"59, MARTIN ROAD",,CENTRAL,KAMPALA,,,,
RAMBIA COMMUNITY MEDICAL CENTRE,RAMBIA-BAGUMA INTERGRATED ASSOCIATION,DHO,"8th STREET,NAMUWONGO",WABIGALO,MAKINDYE,KAMPALA,,,,
RANA MEDICAL CENTRE,HABYARA EMMY,DR HABYARA EMMY,KABAAWO ZONE,MUTUNDWE,RUBAGA,KAMPALA,,,,
RANA MEDICAL CENTRE,ORWOTHO NORBERT,DR ORWOTHO NORBERT,,,,,KATENDE ZONE,KIBIBI,BUTAMBALA,BUTAMBALA
RAPHA CLINIC,OPIO DANIEL,DR MUTABAZI MANDE ELLIS,,,,,KYAMUKUBE,KATEBWA,BUNYANGABO,KABAROLE
RAPHA HEALTH CENTRE III,NAKASONGOLA RAPHA MEDICAL CENTRE LTD,DR NGOBI AGRREY BYANSI,"3,JACKSON RD",WEST,MUNICIPALITY,JINJA,,,,
RAPHA HEALTH CLINIC,NANTEZA BRIDGET MARY,DR NANTEZA MARY BRIDGET,"63, KIRA RD",,CENTRAL,KAMPALA,,,,
RAPHA HEALTH SERVICES,RAPHA HEALTH SERVICES,DR KULABA K.PETER,BUKOTO-MULIMIRA ZONE,,NAKAWA,KAMPALA,,,,
RAPHA MEDICAL CENTRE,EDEN REVIVAL CHURCH,DR MUSANA HELLEN MORREN,KALUNGI,,SUB COUNTY,NAKASONGOLA,,,,
RAPHA MEDICAL CENTRE,FRANK AND SUSAN TIBAGENDEKA,DR BUGEMBE ABUBAKER,,,,,SSEGUKU,SABAGABO,,WAKISO
RAPHA MEDICAL CENTRE,LAKE VICTORIA ISLANDS CHILD CARE UGANDA,DR TUMUSIIME DICKSON,"58/60,MUTEESA II",,NAKAWA,KAMPALA,,,,
RAPHA MEDICAL INTERNATIONAL,RAPHA MEDICAL INTERNATIONAL CO. LTD,DR NAKYEYUNE JANE MARION,,,,,LUMULI,KYEGONZA,BUTAMBALA,GOMBA
RAY OF HOPE  CLINIC,ABUBAKER BUGEMBE,DR ABUBAKER BUGEMBE,BUGADDE B,,KITYERERA,MAYUGE,,,,
RAY OF HOPE MEDICAL CENTRE,RAY OF HOPE MINISTRIES,DR BARUGAHARE JOHN M.,,,,,BUSSI,BUSSI,,WAKISO
RAY OF HOPE MEDICAL CENTRE,RAY OF HOPE MINISTRIES,DR KABABA LUBAYA DOMINIQUE,"13,JINJA",,"MPUMUDDE,NALUFENYA",JINJA,,,,
RAYMOND HEALTH CLINIC,PROSCOVIA NAMULI,DR KYAKULAGA KAYEMBA MOSES,KANYANYA,,KAWEMPE,KAMPALA,,,,
REACH-OUT MBUYA PARISH HIV/AIDS,UCMB,DHO,,,,,NTINDA,NAKAWA,KYADONDO,KAMPALA
REAL MIRACLE MEDICAL CENTRE,NGAYIHEMBAKO SAMBILI DANIEL,DR NGAYIHEMBAKO SAMBILI DANIEL,KAKIRI,,WAKISO TOWN COUNCIL,WAKISO,,,,
REBALANCE M.D UGANDA,REBALANCE M.D UGANDA,DR AYELLA ROBERT,KISUGU,,MAKINDYE,KAMPALA,,,,
RECOVERY CLINIC,MWESIGWA HERBERT,DR ARINAITWE EMMANUEL,,MBUYA II,NAKAWA,KAMPALA,,,,
REGINA CLINIC,NAMAKULA STELLA,DR MUGABI DAVID,KIBITO,,KIBITO,KABAROLE,,,,
REGINA COMMUNITY HEALTH CENTRE,REGINA COMMUNITY HEALTH PROGRAMME,DR OGWANG ALFRED FRANCIS,KAMPALA,,KAWEMPE,KAMPALA,,,,
REGINA MEDICAL CENTRE,KATO JOSHUA,DR KIRYOWA HARUNA MUHMOOD,"NAKINYUGUZI,SALAAMA PARISH",,MAKINDYE,KAMPALA,,,,
REKA MEDICAL CLINIC,MASEREKA SIMON SIBAMINYA,DR MASEREKA SIMON SIBAMANYA,NDEEBA MASALANYALAZE ZONE,,RUBAGA,KAMPALA,,,,
RELA DENTAL CLINIC,LAKOR FRANCIS,DR LAKOR FRANCIS,,,,,NGORA TC,NGORA,,KUMI
REMA MEDICAL CLINIC,WAKUPITA MARTIN,DR KALUNGI SAM,NAJJANANKUMBI,,RUBAGA,KAMPALA,,,,
REN CLINIC,ELIZABETH RUTH KAYONDO,DR NANSAMBA CATHERINE,"KIGOWA,NTINDA",,NAKAWA,KAMPALA,,,,
RENA CLINIC,NANSAMBU RACHEL,DR KYAKULAGA KAYEMBA MOSES,"23,KIIRA ROAD, BUKOTO",,CENTRAL,KAMPALA,,,,
RENA HEALTH SERVICES,MBULAMBERI BOB DAWSON,DR MBULAMBERI BOB DAWSON,MAWANDA ROAD,KAMWOKYA II,CENTRAL,KAMPALA,,,,
RENE MEDICAL CLINIC,MUDIOPE PETER,DR NABUKENYA MARY,,,,,WAMPEWO,NANGABO,KYADONDO,WAKISO
RENI HOMELY CLINIC,DR KAMARA NICHOLAS THADEUS,DR KAMARA NICHOLAS THADEUS,,,,,KANSANGA,MAKINDYE,KAMPALA,KAMPALA
REPRODUCTIVE HEALTH UGANDA,REPRODUCTIVE HEALTH UGANDA,DR LUGOLOBI SIMON PETER,"KITABULUZI ZONE, NANSANA",KITAWULUZI ZONE,NANSANA TOWN COUNCIL,WAKISO,,,,
RESTORATION GATEWAY MEDICAL AND DENTAL CLINIC,TIMMONS DAVID McCALL,DR HURRY BRIDGET ERIN HOGAN,MAKINDYE,,MAKINDYE,KAMPALA,,,,
REUBEN CLINIC-KANSANGA MIRACLE,KANSANGA MIRACLE CENTRE,DR KALINDA FIONA MAUREEN,KABALE,,KABALE,KABALE,,,,
REUBEN HEALTH CLINIC,KANSANGA MIRACLE CENTRE,DR KALINDA PHIONA,"NAKALOKE,3 NAMUSI ROAD",,NAKALOKE,MBALE,,,,
REWNTUHA MEDICAL CLINIC,AIDAH NANKINGA,DR AIDAH NANKINGA,KARUMA TOWN BOARD,,MUTUNDA,KIRYANDONGO,,,,
RHEMA HOSPITAL,DEBO RONALD,DR PARIYO HILLARY,KANSANGA,,MAKINDYE,KAMPALA,,,,
RHEMA MEDICAL CENTRE,EMMANUEL BUA MUKISA,DR NAMUGUZI DAN,KASANGA,,MAKINDYE,KAMPALA,,,,
RHEMA MEDICAL CENTRE KOBOKO,DEBO RONALD,DR KAGGWA NORBERT,,,,,RWENTUHA T/C,KYEIZOOBA,,BUSHENYI
RHEMA MEDICAL CENTRE PAIDHA,DEBO RONALD,DR ANIKU DAN ELLY,,,,,AYIVU,ARUA,,ARUA
RHINE CLINIC,KALERE DAVID,DR KAKAIRE RAJAB,"58, DIVISION B",,MUNICIPALITY,WAKISO,,,,
RHONA MEDICAL CENTRE LTD.,RHONA MEDICAL CENTRE LTD,DR TAMALE WILLIAM STONIA,"PLOT 5,BUS PARK ROAD",,KOBOKO TOWN COUNCIL,KOBOKO,,,,
RHONAH MEDICAL CENTRE,NAKAMANYA DOROTHY,DR TUSIIME PATRICK,"PLOT 8/10, PAIDHA TOWN",,PAIDHA TOWN COUNCIL,ZOMBO,,,,
RIBBE CLINIC,AYOO FLORENCE & AYIGI ROSELYN,DR SENYONJO YAHAYA,,,NSANGI,WAKISO,,,,
RICHMOND MEDICAL CENTRE,SSERUYANGE STEPHEN GRACE & NANKINGA ROSE,,"289, GABA ROAD",KANSANGA,MAKINDYE,KAMPALA,,,,
RIFT VALLEY MEDICAL CENTRE,ARIGANYIRA JOHN,DR AMPEIRE IMMACULATE,,,,,KYALIWAJJALA,NALYA ROAD,KYADONDO,WAKISO
RIISA MEDICAL CENTRE,KIYAGA MUSOKE FESTO,DR KIYAGA MUSOKE FESTO,NAMUWONGO,KANYOGOGA ZONE,MAKINDYE,KAMPALA,,,,
RIKA CLINIC,KAHIMAKAZI IRENE,DR KASEWA DHIKUSOKA,GGABA RD,,MAKINDYE,KAMPALA,,,,
RIPPON MEDICAL CENTRE,ADOCH CHRISTINE,DR ADOCH CHRISTINE,"786,BLOCK 273, NAMASUBA",,MAKINDYE,KAMPALA,,,,
RISING STAR MEDICAL CENTRE,KAYONDO SIMON PETER,DR. KAYONDO SIMON PETER,BUSEGA,,RUBAGA,KAMPALA,,,,
RITA HEALTH CARE SERVICES LIMITED,NJUKI FREDERICK,DR NJUKI FREDERICK,,,,,STATION WAY ROAD,KAMWENGE,,KAMWENGE
RITA MEDICAL CLINIC,SUNDAY IZIDORO,DR TUKACUNGURWA RUKIRANDE JUDITH,"33/34, RIPPON NILE AVENUE",GARDEN,MUNICIPALITY,JINJA,,,,
RITE MEDIC CLINIC,MUTUMBA RAJAB,DR KINTU LUWAGA RONALD,MUKONO NABUTI,,CENTRAL,MUKONO,,,,
RMZ INVESTIMENTS LTD CLINIC,ZZIWA MARTIN,DR ZZIWA MARTIN,"210, WANDEGEYA STAGE",,KAWEMPE,KAMPALA,,,,
RMZ MEDICAL SERVICES,ZZIWA MARTIN,DR ZZIWA MARTIN,ABAITA ABABIRI,,KATABI,KAMPALA,,,,
ROBERT H COOLEY PAEDIATRIC CLINIC,PACODEF,DR OCHAR THOMAS,"1099,MUTUNGO RD",KITINTALE,NAKAWA,KAMPALA,,,,
ROBIDIRE HEALTH CENTRE III,UCMB,DHO,,,,,T.C FIRST LINK,,BAGEZA,MUBENDE
ROCK CLINIC,NASSAKA JOAN,KATAGIRA WINCESLAUS,KABUSU,,RUBAGA,KAMPALA,,,,
ROD MEDICAL CENTRE,KAKAIRE DENIS,DR KAKAIRE DENIS,,,,,PAPOLI,MAGOLA,,TORORO
RODCA CLINIC,BETTY BABUMBA KYEYUNE,DR JJUMBA-MUKASA RAYMOND OSWALD,,,,,ROBIDIRE,ADROPI,EAST MOYO,ADJUMANI
RODLIN MEDICAL CENTRE,MATOVU CHARLES,DR MATOVU CHARLES,"474,KANSANGA GGABA ROAD",,MAKINDYE,KAMPALA,,,,
ROJOS HEALTH CENTER LTD,OJOBIRA ROBERT,DR MAJEME PETER,KYANJA,,NAKAWA,KAMPALA,,,,
ROMA CLINIC,NANSUBUGA MEBO,DR KISIGE MICHEAL,KABUUSU ROAD,KABUUSU,RUBAGA,KAMPALA,,,,
RONAM CLINIC & NURSING HOME,OKELLO TERENCE,DR OKELLO TERENCE,KYABAKUZA ZONE 5,,KIMAANYA KYABAKUZA,MASAKA,,,,
RONATAL CLINIC,MR AND MRS MUKASA,DR KIZITO FRANCIS,SEETA,,GOMA,MUKONO,,,,
RONATOL CLINIC,MR & MRS MUKASA JIMMY,DR KIZITO FRANK,KASUBI,,LUBAGA,KAMPALA,,,,
RONELA MEDICAL CENTRE,NAKAYIZA ELACE,DR KINENE DENIS,"22/24,NOTEBER RD",,MUNICIPALITY,LIRA,,,,
ROOFING LIMITED CLINIC,ROOFINGS LIMITED,DR AKUZA A. VICTOR,BOMBO ROAD,ZONE A,MAGANJO,KAMPALA,,,,
ROOFINGS ROLLING MILLS LTD,ROOFING ROLLING MILLS,DR KIMULI KASOZI IBRAHIM,BOMBO OAD,ZONE A,KAWEMPE,KAMPALA,,,,
ROSAAC MEDICAL CENTRE,BYANGIRE LWANGA ISAAC,DR BYANGIRE LWANGA ISAAC,NAJEERA,,KIRA,WAKISO,,,,
ROSEKA MEDICARE CENTRE,KAKEMBO ROBERT SSEGUJJA,DR NASSANGA RUTH JANE,SSEGUKU LUBOWA,,KYADONDO,WAKISO,,,,
ROSEMARY MEMORIAL CLINIC,OPIO NICHOLAS BUNGA,DR EMER MATHEW,"406,NANTABULIRWA",,GOMA,MUKONO,,,,
ROSSWELL MEDICAL CENTRE,OUNDO ABANGA,DR OUNDO ABANGA,KASUBI-LUGALA RD,LUBYA ZONE,RUBAGA,KAMPALA,,,,
ROTIMA MEDICAL CENTRE,KAFUKO JESSICA MARGARET,DR KAFUKO JESSICA MARGARET,,,,,BYEYOGERERE,KIRA,KYANDODO,WAKISO
ROTOM HEALTH CENTER II,REACH ONE TOUCH MINISTRIES(ROTOM),NTAATE CONRAD,AKOREMOR,,INOMO,APAC,,,,
ROYAL CLINIC,KYEYUNE JOVAN,DR ANDAMA JOSEPH,IGANGA,,TOWN COUNCIL,IGANGA,,,,
