"country","major_cost_category","program_area","year","expenditures","cost_category"
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Other General & Administrative
Uganda,Investment,Medication Assisted Therapy,2012,0,Training (in-service)
Uganda,Investment,Medication Assisted Therapy,2012,0,Construction & renovation
Uganda,Investment,Medication Assisted Therapy,2012,0,Vehicles
Uganda,Investment,Medication Assisted Therapy,2012,0,Equipment and furniture
Uganda,Investment,Medication Assisted Therapy,2012,0,Other investment expenditures
Uganda,Recurrent,Medication Assisted Therapy,2012,0,Personnel
Uganda,Recurrent,Medication Assisted Therapy,2012,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Medication Assisted Therapy,2012,0,Non-ARV drugs and reagents
Uganda,Recurrent,Medication Assisted Therapy,2012,0,HIV Test Kits
Uganda,Recurrent,Medication Assisted Therapy,2012,0,Condoms
Uganda,Recurrent,Medication Assisted Therapy,2012,0,Other supplies
Uganda,Recurrent,Medication Assisted Therapy,2012,0,Food Supplements
Uganda,Recurrent,Medication Assisted Therapy,2012,0,Building rental and Utilities
Uganda,Recurrent,Medication Assisted Therapy,2012,0,Travel / Transport
Uganda,Recurrent,Medication Assisted Therapy,2012,0,Other site recurrent expenditures
Uganda,Program Management,Medication Assisted Therapy,2012,0,Personnel
Uganda,Program Management,Medication Assisted Therapy,2012,0,Consultants (External)
Uganda,Program Management,Medication Assisted Therapy,2012,0,Transport & Travel
Uganda,Program Management,Medication Assisted Therapy,2012,0,Other General & Administrative
Uganda,Strategic Information,Medication Assisted Therapy,2012,0,Personnel
Uganda,Strategic Information,Medication Assisted Therapy,2012,0,Consultants (External)
Uganda,Strategic Information,Medication Assisted Therapy,2012,0,Transport & Travel
Uganda,Strategic Information,Medication Assisted Therapy,2012,0,Other General & Administrative
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2012,0,Personnel
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2012,0,Consultants (External)
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2012,0,Transport & Travel
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2012,0,Construction & renovation
Uganda,Health Systems Strengthening,Medication Assisted Therapy,2012,0,Other General & Administrative
Uganda,Recurrent,Surveillance,2012,85089,Personnel
Uganda,Recurrent,Surveillance,2012,0,Consultants (External)
Uganda,Recurrent,Surveillance,2012,250199,Transport & Travel
Uganda,Recurrent,Surveillance,2012,246439,Other General & Administrative
Uganda,Program Management,Surveillance,2012,0,Personnel
Uganda,Program Management,Surveillance,2012,0,Consultants (External)
Uganda,Program Management,Surveillance,2012,0,Transport & Travel
Uganda,Program Management,Surveillance,2012,0,Other General & Administrative
Uganda,Health Systems Strengthening,Surveillance,2012,0,Personnel
Uganda,Health Systems Strengthening,Surveillance,2012,0,Consultants (External)
Uganda,Health Systems Strengthening,Surveillance,2012,0,Transport & Travel
Uganda,Health Systems Strengthening,Surveillance,2012,0,Construction & renovation
Uganda,Health Systems Strengthening,Surveillance,2012,0,Other General & Administrative
Uganda,Program Management,Other cross-cutting activities,2012,711213,Other cross-cutting
Uganda,Strategic Information,Other cross-cutting activities,2012,102781,Other cross-cutting
Uganda,Health Systems Strengthening,Other cross-cutting activities,2012,11201035,Other cross-cutting
Uganda,Investment,"Facility-based Care, Treatment, and Support",2013,1863948,Training (in-service)
Uganda,Investment,"Facility-based Care, Treatment, and Support",2013,551234,Construction & renovation
Uganda,Investment,"Facility-based Care, Treatment, and Support",2013,308752,Vehicles
Uganda,Investment,"Facility-based Care, Treatment, and Support",2013,1583252,Equipment and furniture
Uganda,Investment,"Facility-based Care, Treatment, and Support",2013,19000,Other investment expenditures
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2013,13148575,Personnel
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2013,37459371,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2013,7394905,Non-ARV drugs and reagents
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2013,6665376,HIV Test Kits
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2013,19136,Condoms
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2013,5567702,Other supplies
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2013,2115216,Food Supplements
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2013,745907,Building rental and Utilities
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2013,1450846,Travel / Transport
Uganda,Recurrent,"Facility-based Care, Treatment, and Support",2013,6099191,Other site recurrent expenditures
Uganda,Program Management,"Facility-based Care, Treatment, and Support",2013,10194283,Personnel
Uganda,Program Management,"Facility-based Care, Treatment, and Support",2013,94129,Consultants (External)
Uganda,Program Management,"Facility-based Care, Treatment, and Support",2013,528184,Transport & Travel
Uganda,Program Management,"Facility-based Care, Treatment, and Support",2013,5371076,Other General & Administrative
Uganda,Strategic Information,"Facility-based Care, Treatment, and Support",2013,596300,Personnel
Uganda,Strategic Information,"Facility-based Care, Treatment, and Support",2013,133324,Consultants (External)
Uganda,Strategic Information,"Facility-based Care, Treatment, and Support",2013,250584,Transport & Travel
Uganda,Strategic Information,"Facility-based Care, Treatment, and Support",2013,990901,Other General & Administrative
Uganda,Health Systems Strengthening,"Facility-based Care, Treatment, and Support",2013,1536556,Personnel
Uganda,Health Systems Strengthening,"Facility-based Care, Treatment, and Support",2013,446915,Consultants (External)
Uganda,Health Systems Strengthening,"Facility-based Care, Treatment, and Support",2013,555938,Transport & Travel
Uganda,Health Systems Strengthening,"Facility-based Care, Treatment, and Support",2013,120974,Construction & renovation
Uganda,Health Systems Strengthening,"Facility-based Care, Treatment, and Support",2013,4561591,Other General & Administrative
Uganda,Investment,"Community-based Care, Treatment, and Support",2013,573080,Training (in-service)
Uganda,Investment,"Community-based Care, Treatment, and Support",2013,9516,Construction & renovation
Uganda,Investment,"Community-based Care, Treatment, and Support",2013,26775,Vehicles
Uganda,Investment,"Community-based Care, Treatment, and Support",2013,71602,Equipment and furniture
Uganda,Investment,"Community-based Care, Treatment, and Support",2013,0,Other investment expenditures
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2013,2523067,Personnel
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2013,480236,Non-ARV drugs and reagents
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2013,39191,HIV Test Kits
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2013,11486,Condoms
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2013,1222146,Other supplies
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2013,5000,Food Supplements
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2013,64472,Building rental and Utilities
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2013,479231,Travel / Transport
Uganda,Recurrent,"Community-based Care, Treatment, and Support",2013,422170,Other site recurrent expenditures
Uganda,Program Management,"Community-based Care, Treatment, and Support",2013,680333,Personnel
Uganda,Program Management,"Community-based Care, Treatment, and Support",2013,79833,Consultants (External)
Uganda,Program Management,"Community-based Care, Treatment, and Support",2013,127532,Transport & Travel
Uganda,Program Management,"Community-based Care, Treatment, and Support",2013,683815,Other General & Administrative
Uganda,Strategic Information,"Community-based Care, Treatment, and Support",2013,251575,Personnel
Uganda,Strategic Information,"Community-based Care, Treatment, and Support",2013,52829,Consultants (External)
Uganda,Strategic Information,"Community-based Care, Treatment, and Support",2013,106098,Transport & Travel
Uganda,Strategic Information,"Community-based Care, Treatment, and Support",2013,247703,Other General & Administrative
Uganda,Health Systems Strengthening,"Community-based Care, Treatment, and Support",2013,196484,Personnel
Uganda,Health Systems Strengthening,"Community-based Care, Treatment, and Support",2013,72150,Consultants (External)
Uganda,Health Systems Strengthening,"Community-based Care, Treatment, and Support",2013,205508,Transport & Travel
Uganda,Health Systems Strengthening,"Community-based Care, Treatment, and Support",2013,11370,Construction & renovation
Uganda,Health Systems Strengthening,"Community-based Care, Treatment, and Support",2013,470867,Other General & Administrative
Uganda,Investment,Preventing Mother-to-Child Transmission,2013,5454340,Training (in-service)
Uganda,Investment,Preventing Mother-to-Child Transmission,2013,14264,Construction & renovation
Uganda,Investment,Preventing Mother-to-Child Transmission,2013,34663,Vehicles
Uganda,Investment,Preventing Mother-to-Child Transmission,2013,134772,Equipment and furniture
Uganda,Investment,Preventing Mother-to-Child Transmission,2013,0,Other investment expenditures
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2013,2838176,Personnel
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2013,11646714,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2013,139353,Non-ARV drugs and reagents
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2013,1042444,HIV Test Kits
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2013,0,Condoms
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2013,1066469,Other supplies
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2013,31457,Food Supplements
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2013,104018,Building rental and Utilities
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2013,754176,Travel / Transport
Uganda,Recurrent,Preventing Mother-to-Child Transmission,2013,2154031,Other site recurrent expenditures
Uganda,Program Management,Preventing Mother-to-Child Transmission,2013,2851226,Personnel
Uganda,Program Management,Preventing Mother-to-Child Transmission,2013,59592,Consultants (External)
Uganda,Program Management,Preventing Mother-to-Child Transmission,2013,336774,Transport & Travel
Uganda,Program Management,Preventing Mother-to-Child Transmission,2013,2466323,Other General & Administrative
Uganda,Strategic Information,Preventing Mother-to-Child Transmission,2013,558054,Personnel
Uganda,Strategic Information,Preventing Mother-to-Child Transmission,2013,106256,Consultants (External)
Uganda,Strategic Information,Preventing Mother-to-Child Transmission,2013,261375,Transport & Travel
Uganda,Strategic Information,Preventing Mother-to-Child Transmission,2013,667099,Other General & Administrative
Uganda,Health Systems Strengthening,Preventing Mother-to-Child Transmission,2013,1299562,Personnel
Uganda,Health Systems Strengthening,Preventing Mother-to-Child Transmission,2013,277565,Consultants (External)
Uganda,Health Systems Strengthening,Preventing Mother-to-Child Transmission,2013,731473,Transport & Travel
Uganda,Health Systems Strengthening,Preventing Mother-to-Child Transmission,2013,137461,Construction & renovation
Uganda,Health Systems Strengthening,Preventing Mother-to-Child Transmission,2013,1344920,Other General & Administrative
Uganda,Investment,Voluntary Medical Male Circumcision,2013,1010141,Training (in-service)
Uganda,Investment,Voluntary Medical Male Circumcision,2013,248753,Construction & renovation
Uganda,Investment,Voluntary Medical Male Circumcision,2013,137479,Vehicles
Uganda,Investment,Voluntary Medical Male Circumcision,2013,609388,Equipment and furniture
Uganda,Investment,Voluntary Medical Male Circumcision,2013,83102,Other investment expenditures
Uganda,Recurrent,Voluntary Medical Male Circumcision,2013,4690363,Personnel
Uganda,Recurrent,Voluntary Medical Male Circumcision,2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Voluntary Medical Male Circumcision,2013,425419,Non-ARV drugs and reagents
Uganda,Recurrent,Voluntary Medical Male Circumcision,2013,254296,HIV Test Kits
Uganda,Recurrent,Voluntary Medical Male Circumcision,2013,0,Condoms
Uganda,Recurrent,Voluntary Medical Male Circumcision,2013,11446719,Other supplies
Uganda,Recurrent,Voluntary Medical Male Circumcision,2013,0,Food Supplements
Uganda,Recurrent,Voluntary Medical Male Circumcision,2013,131441,Building rental and Utilities
Uganda,Recurrent,Voluntary Medical Male Circumcision,2013,1029204,Travel / Transport
Uganda,Recurrent,Voluntary Medical Male Circumcision,2013,2086981,Other site recurrent expenditures
Uganda,Program Management,Voluntary Medical Male Circumcision,2013,2302693,Personnel
Uganda,Program Management,Voluntary Medical Male Circumcision,2013,51635,Consultants (External)
Uganda,Program Management,Voluntary Medical Male Circumcision,2013,429054,Transport & Travel
Uganda,Program Management,Voluntary Medical Male Circumcision,2013,2396594,Other General & Administrative
Uganda,Strategic Information,Voluntary Medical Male Circumcision,2013,363351,Personnel
Uganda,Strategic Information,Voluntary Medical Male Circumcision,2013,65473,Consultants (External)
Uganda,Strategic Information,Voluntary Medical Male Circumcision,2013,159238,Transport & Travel
Uganda,Strategic Information,Voluntary Medical Male Circumcision,2013,402439,Other General & Administrative
Uganda,Health Systems Strengthening,Voluntary Medical Male Circumcision,2013,603004,Personnel
Uganda,Health Systems Strengthening,Voluntary Medical Male Circumcision,2013,167370,Consultants (External)
Uganda,Health Systems Strengthening,Voluntary Medical Male Circumcision,2013,213173,Transport & Travel
Uganda,Health Systems Strengthening,Voluntary Medical Male Circumcision,2013,105859,Construction & renovation
Uganda,Health Systems Strengthening,Voluntary Medical Male Circumcision,2013,408639,Other General & Administrative
Uganda,Investment,HIV Testing and Counseling,2013,781652,Training (in-service)
Uganda,Investment,HIV Testing and Counseling,2013,80795,Construction & renovation
Uganda,Investment,HIV Testing and Counseling,2013,179365,Vehicles
Uganda,Investment,HIV Testing and Counseling,2013,70732,Equipment and furniture
Uganda,Investment,HIV Testing and Counseling,2013,0,Other investment expenditures
Uganda,Recurrent,HIV Testing and Counseling,2013,2822088,Personnel
Uganda,Recurrent,HIV Testing and Counseling,2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,HIV Testing and Counseling,2013,291925,Non-ARV drugs and reagents
Uganda,Recurrent,HIV Testing and Counseling,2013,2816555,HIV Test Kits
Uganda,Recurrent,HIV Testing and Counseling,2013,42245,Condoms
Uganda,Recurrent,HIV Testing and Counseling,2013,545618,Other supplies
Uganda,Recurrent,HIV Testing and Counseling,2013,0,Food Supplements
Uganda,Recurrent,HIV Testing and Counseling,2013,55972,Building rental and Utilities
Uganda,Recurrent,HIV Testing and Counseling,2013,1011921,Travel / Transport
Uganda,Recurrent,HIV Testing and Counseling,2013,3217494,Other site recurrent expenditures
Uganda,Program Management,HIV Testing and Counseling,2013,2159386,Personnel
Uganda,Program Management,HIV Testing and Counseling,2013,58066,Consultants (External)
Uganda,Program Management,HIV Testing and Counseling,2013,296507,Transport & Travel
Uganda,Program Management,HIV Testing and Counseling,2013,1820206,Other General & Administrative
Uganda,Strategic Information,HIV Testing and Counseling,2013,485006,Personnel
Uganda,Strategic Information,HIV Testing and Counseling,2013,54016,Consultants (External)
Uganda,Strategic Information,HIV Testing and Counseling,2013,172755,Transport & Travel
Uganda,Strategic Information,HIV Testing and Counseling,2013,563022,Other General & Administrative
Uganda,Health Systems Strengthening,HIV Testing and Counseling,2013,413233,Personnel
Uganda,Health Systems Strengthening,HIV Testing and Counseling,2013,168100,Consultants (External)
Uganda,Health Systems Strengthening,HIV Testing and Counseling,2013,622505,Transport & Travel
Uganda,Health Systems Strengthening,HIV Testing and Counseling,2013,44380,Construction & renovation
Uganda,Health Systems Strengthening,HIV Testing and Counseling,2013,1369093,Other General & Administrative
Uganda,Investment,Post-exposure Prophylaxis,2013,11777,Training (in-service)
Uganda,Investment,Post-exposure Prophylaxis,2013,0,Construction & renovation
Uganda,Investment,Post-exposure Prophylaxis,2013,606,Vehicles
Uganda,Investment,Post-exposure Prophylaxis,2013,7382,Equipment and furniture
Uganda,Investment,Post-exposure Prophylaxis,2013,5982,Other investment expenditures
Uganda,Recurrent,Post-exposure Prophylaxis,2013,69983,Personnel
Uganda,Recurrent,Post-exposure Prophylaxis,2013,7700,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Post-exposure Prophylaxis,2013,15757,Non-ARV drugs and reagents
Uganda,Recurrent,Post-exposure Prophylaxis,2013,0,HIV Test Kits
Uganda,Recurrent,Post-exposure Prophylaxis,2013,0,Condoms
Uganda,Recurrent,Post-exposure Prophylaxis,2013,11144,Other supplies
Uganda,Recurrent,Post-exposure Prophylaxis,2013,0,Food Supplements
Uganda,Recurrent,Post-exposure Prophylaxis,2013,1533,Building rental and Utilities
Uganda,Recurrent,Post-exposure Prophylaxis,2013,7945,Travel / Transport
Uganda,Recurrent,Post-exposure Prophylaxis,2013,44744,Other site recurrent expenditures
Uganda,Program Management,Post-exposure Prophylaxis,2013,65225,Personnel
Uganda,Program Management,Post-exposure Prophylaxis,2013,941,Consultants (External)
Uganda,Program Management,Post-exposure Prophylaxis,2013,19313,Transport & Travel
Uganda,Program Management,Post-exposure Prophylaxis,2013,63838,Other General & Administrative
Uganda,Strategic Information,Post-exposure Prophylaxis,2013,18471,Personnel
Uganda,Strategic Information,Post-exposure Prophylaxis,2013,6143,Consultants (External)
Uganda,Strategic Information,Post-exposure Prophylaxis,2013,16628,Transport & Travel
Uganda,Strategic Information,Post-exposure Prophylaxis,2013,47402,Other General & Administrative
Uganda,Health Systems Strengthening,Post-exposure Prophylaxis,2013,33653,Personnel
Uganda,Health Systems Strengthening,Post-exposure Prophylaxis,2013,33835,Consultants (External)
Uganda,Health Systems Strengthening,Post-exposure Prophylaxis,2013,17019,Transport & Travel
Uganda,Health Systems Strengthening,Post-exposure Prophylaxis,2013,11698,Construction & renovation
Uganda,Health Systems Strengthening,Post-exposure Prophylaxis,2013,30902,Other General & Administrative
Uganda,Investment,Blood Safety,2013,15997,Training (in-service)
Uganda,Investment,Blood Safety,2013,441509,Construction & renovation
Uganda,Investment,Blood Safety,2013,3723,Vehicles
Uganda,Investment,Blood Safety,2013,213174,Equipment and furniture
Uganda,Investment,Blood Safety,2013,0,Other investment expenditures
Uganda,Recurrent,Blood Safety,2013,275322,Personnel
Uganda,Recurrent,Blood Safety,2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Blood Safety,2013,1160,Non-ARV drugs and reagents
Uganda,Recurrent,Blood Safety,2013,0,HIV Test Kits
Uganda,Recurrent,Blood Safety,2013,0,Condoms
Uganda,Recurrent,Blood Safety,2013,598551,Other supplies
Uganda,Recurrent,Blood Safety,2013,0,Food Supplements
Uganda,Recurrent,Blood Safety,2013,4891,Building rental and Utilities
Uganda,Recurrent,Blood Safety,2013,668645,Travel / Transport
Uganda,Recurrent,Blood Safety,2013,93604,Other site recurrent expenditures
Uganda,Program Management,Blood Safety,2013,5230,Personnel
Uganda,Program Management,Blood Safety,2013,0,Consultants (External)
Uganda,Program Management,Blood Safety,2013,1591,Transport & Travel
Uganda,Program Management,Blood Safety,2013,2963,Other General & Administrative
Uganda,Strategic Information,Blood Safety,2013,16549,Personnel
Uganda,Strategic Information,Blood Safety,2013,3388,Consultants (External)
Uganda,Strategic Information,Blood Safety,2013,18555,Transport & Travel
Uganda,Strategic Information,Blood Safety,2013,36382,Other General & Administrative
Uganda,Health Systems Strengthening,Blood Safety,2013,14306,Personnel
Uganda,Health Systems Strengthening,Blood Safety,2013,0,Consultants (External)
Uganda,Health Systems Strengthening,Blood Safety,2013,8933,Transport & Travel
Uganda,Health Systems Strengthening,Blood Safety,2013,328,Construction & renovation
Uganda,Health Systems Strengthening,Blood Safety,2013,21324,Other General & Administrative
Uganda,Investment,Lab,2013,589444,Training (in-service)
Uganda,Investment,Lab,2013,809178,Construction & renovation
Uganda,Investment,Lab,2013,88115,Vehicles
Uganda,Investment,Lab,2013,1649875,Equipment and furniture
Uganda,Investment,Lab,2013,19512,Other investment expenditures
Uganda,Recurrent,Lab,2013,2663728,Personnel
Uganda,Recurrent,Lab,2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Lab,2013,3135641,Non-ARV drugs and reagents
Uganda,Recurrent,Lab,2013,473227,HIV Test Kits
Uganda,Recurrent,Lab,2013,0,Condoms
Uganda,Recurrent,Lab,2013,1770996,Other supplies
Uganda,Recurrent,Lab,2013,0,Food Supplements
Uganda,Recurrent,Lab,2013,267069,Building rental and Utilities
Uganda,Recurrent,Lab,2013,629146,Travel / Transport
Uganda,Recurrent,Lab,2013,1773643,Other site recurrent expenditures
Uganda,Program Management,Lab,2013,1733782,Personnel
Uganda,Program Management,Lab,2013,10274,Consultants (External)
Uganda,Program Management,Lab,2013,161722,Transport & Travel
Uganda,Program Management,Lab,2013,1394176,Other General & Administrative
Uganda,Strategic Information,Lab,2013,475392,Personnel
Uganda,Strategic Information,Lab,2013,39520,Consultants (External)
Uganda,Strategic Information,Lab,2013,153009,Transport & Travel
Uganda,Strategic Information,Lab,2013,478258,Other General & Administrative
Uganda,Health Systems Strengthening,Lab,2013,620755,Personnel
Uganda,Health Systems Strengthening,Lab,2013,115120,Consultants (External)
Uganda,Health Systems Strengthening,Lab,2013,477843,Transport & Travel
Uganda,Health Systems Strengthening,Lab,2013,123004,Construction & renovation
Uganda,Health Systems Strengthening,Lab,2013,779831,Other General & Administrative
Uganda,Investment,Infection Control,2013,304053,Training (in-service)
Uganda,Investment,Infection Control,2013,14315,Construction & renovation
Uganda,Investment,Infection Control,2013,5813,Vehicles
Uganda,Investment,Infection Control,2013,150416,Equipment and furniture
Uganda,Investment,Infection Control,2013,12350,Other investment expenditures
Uganda,Recurrent,Infection Control,2013,297046,Personnel
Uganda,Recurrent,Infection Control,2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Infection Control,2013,18789,Non-ARV drugs and reagents
Uganda,Recurrent,Infection Control,2013,0,HIV Test Kits
Uganda,Recurrent,Infection Control,2013,0,Condoms
Uganda,Recurrent,Infection Control,2013,224933,Other supplies
Uganda,Recurrent,Infection Control,2013,54,Food Supplements
Uganda,Recurrent,Infection Control,2013,11123,Building rental and Utilities
Uganda,Recurrent,Infection Control,2013,46174,Travel / Transport
Uganda,Recurrent,Infection Control,2013,228280,Other site recurrent expenditures
Uganda,Program Management,Infection Control,2013,280166,Personnel
Uganda,Program Management,Infection Control,2013,2187,Consultants (External)
Uganda,Program Management,Infection Control,2013,17638,Transport & Travel
Uganda,Program Management,Infection Control,2013,251418,Other General & Administrative
Uganda,Strategic Information,Infection Control,2013,140132,Personnel
Uganda,Strategic Information,Infection Control,2013,9322,Consultants (External)
Uganda,Strategic Information,Infection Control,2013,78637,Transport & Travel
Uganda,Strategic Information,Infection Control,2013,181707,Other General & Administrative
Uganda,Health Systems Strengthening,Infection Control,2013,127649,Personnel
Uganda,Health Systems Strengthening,Infection Control,2013,90962,Consultants (External)
Uganda,Health Systems Strengthening,Infection Control,2013,400117,Transport & Travel
Uganda,Health Systems Strengthening,Infection Control,2013,12680,Construction & renovation
Uganda,Health Systems Strengthening,Infection Control,2013,229959,Other General & Administrative
Uganda,Investment,Orphans and Vulnerable Children,2013,4497692,Training (in-service)
Uganda,Investment,Orphans and Vulnerable Children,2013,60275,Construction & renovation
Uganda,Investment,Orphans and Vulnerable Children,2013,69373,Vehicles
Uganda,Investment,Orphans and Vulnerable Children,2013,289859,Equipment and furniture
Uganda,Investment,Orphans and Vulnerable Children,2013,156496,Other investment expenditures
Uganda,Recurrent,Orphans and Vulnerable Children,2013,3220967,Personnel
Uganda,Recurrent,Orphans and Vulnerable Children,2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Orphans and Vulnerable Children,2013,58370,Non-ARV drugs and reagents
Uganda,Recurrent,Orphans and Vulnerable Children,2013,0,HIV Test Kits
Uganda,Recurrent,Orphans and Vulnerable Children,2013,0,Condoms
Uganda,Recurrent,Orphans and Vulnerable Children,2013,3126954,Other supplies
Uganda,Recurrent,Orphans and Vulnerable Children,2013,53368,Food Supplements
Uganda,Recurrent,Orphans and Vulnerable Children,2013,341250,Building rental and Utilities
Uganda,Recurrent,Orphans and Vulnerable Children,2013,511180,Travel / Transport
Uganda,Recurrent,Orphans and Vulnerable Children,2013,1693643,Other site recurrent expenditures
Uganda,Program Management,Orphans and Vulnerable Children,2013,2175538,Personnel
Uganda,Program Management,Orphans and Vulnerable Children,2013,61133,Consultants (External)
Uganda,Program Management,Orphans and Vulnerable Children,2013,102556,Transport & Travel
Uganda,Program Management,Orphans and Vulnerable Children,2013,3137857,Other General & Administrative
Uganda,Strategic Information,Orphans and Vulnerable Children,2013,85333,Personnel
Uganda,Strategic Information,Orphans and Vulnerable Children,2013,112027,Consultants (External)
Uganda,Strategic Information,Orphans and Vulnerable Children,2013,291255,Transport & Travel
Uganda,Strategic Information,Orphans and Vulnerable Children,2013,225310,Other General & Administrative
Uganda,Health Systems Strengthening,Orphans and Vulnerable Children,2013,388843,Personnel
Uganda,Health Systems Strengthening,Orphans and Vulnerable Children,2013,222006,Consultants (External)
Uganda,Health Systems Strengthening,Orphans and Vulnerable Children,2013,952146,Transport & Travel
Uganda,Health Systems Strengthening,Orphans and Vulnerable Children,2013,11698,Construction & renovation
Uganda,Health Systems Strengthening,Orphans and Vulnerable Children,2013,1800611,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, General Population",2013,97004,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, General Population",2013,79,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, General Population",2013,3055,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, General Population",2013,7815,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, General Population",2013,7286,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2013,1261749,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2013,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2013,3929,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2013,0,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2013,189372,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2013,159404,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2013,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2013,355937,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2013,385714,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2013,376809,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, General Population",2013,516975,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, General Population",2013,20286,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, General Population",2013,55544,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, General Population",2013,809110,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, General Population",2013,71679,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, General Population",2013,14142,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, General Population",2013,36458,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, General Population",2013,112408,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, General Population",2013,116372,Personnel
